Release  Id : 325	Credit to Non-Financial Sector
CRDQARAPABIS                  Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Argentina                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQITANABIS                  Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Italy                                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQITANUBIS                  Total Credit to Non-Financial Corporations, Unadjusted for Breaks, for Italy                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQITAPABIS                  Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Italy                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQITAPUBIS                  Total Credit to Private Non-Financial Sector, Unadjusted for Breaks, for Italy                                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQITBPABIS                  Credit to Private Non-Financial Sector by Domestic Banks, Adjusted for Breaks, for Italy                                 B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQITBPUBIS                  Credit to Private Non-Financial Sector by Domestic Banks, Unadjusted for Breaks, for Italy                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQJPAHABIS                  Total Credit to Households and Non-Profit Institutions Serving Households, Adjusted for Breaks, for Japan                B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQJPAHUBIS                  Total Credit to Households and Non-Profit Institutions Serving Households, Unadjusted for Breaks, for Japan              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQJPANABIS                  Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Japan                                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQJPANUBIS                  Total Credit to Non-Financial Corporations, Unadjusted for Breaks, for Japan                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQJPAPABIS                  Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Japan                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQJPAPUBIS                  Total Credit to Private Non-Financial Sector, Unadjusted for Breaks, for Japan                                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQJPBPABIS                  Credit to Private Non-Financial Sector by Domestic Banks, Adjusted for Breaks, for Japan                                 B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQJPBPUBIS                  Credit to Private Non-Financial Sector by Domestic Banks, Unadjusted for Breaks, for Japan                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQKRAHABIS                  Total Credit to Households and Non-Profit Institutions Serving Households, Adjusted for Breaks, for Korea                B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQKRAHUBIS                  Total Credit to Households and Non-Profit Institutions Serving Households, Unadjusted for Breaks, for Korea              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQKRANABIS                  Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Korea                                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQKRANUBIS                  Total Credit to Non-Financial Corporations, Unadjusted for Breaks, for Korea                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQKRAPABIS                  Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Korea                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQKRAPUBIS                  Total Credit to Private Non-Financial Sector, Unadjusted for Breaks, for Korea                                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQKRBPABIS                  Credit to Private Non-Financial Sector by Domestic Banks, Adjusted for Breaks, for Korea                                 B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQKRBPUBIS                  Credit to Private Non-Financial Sector by Domestic Banks, Unadjusted for Breaks, for Korea                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQLUAHABIS                  Total Credit to Households and Non-Profit Institutions Serving Households, Adjusted for Breaks, for Luxembourg           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQLUAHUBIS                  Total Credit to Households and Non-Profit Institutions Serving Households, Unadjusted for Breaks, for Luxembourg         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQLUANABIS                  Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Luxembourg                                          B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQLUANUBIS                  Total Credit to Non-Financial Corporations, Unadjusted for Breaks, for Luxembourg                                        B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQLUAPABIS                  Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Luxembourg                                        B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQLUAPUBIS                  Total Credit to Private Non-Financial Sector, Unadjusted for Breaks, for Luxembourg                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQLUBPABIS                  Credit to Private Non-Financial Sector by Domestic Banks, Adjusted for Breaks, for Luxembourg                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQLUBPUBIS                  Credit to Private Non-Financial Sector by Domestic Banks, Unadjusted for Breaks, for Luxembourg                          B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQMXAHABIS                  Total Credit to Households and Non-Profit Institutions Serving Households, Adjusted for Breaks, for Mexico               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQMXAHUBIS                  Total Credit to Households and Non-Profit Institutions Serving Households, Unadjusted for Breaks, for Mexico             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQMXANABIS                  Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Mexico                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQMXANUBIS                  Total Credit to Non-Financial Corporations, Unadjusted for Breaks, for Mexico                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQMXAPABIS                  Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Mexico                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQMXAPUBIS                  Total Credit to Private Non-Financial Sector, Unadjusted for Breaks, for Mexico                                          B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQMXBPABIS                  Credit to Private Non-Financial Sector by Domestic Banks, Adjusted for Breaks, for Mexico                                B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQMXBPUBIS                  Credit to Private Non-Financial Sector by Domestic Banks, Unadjusted for Breaks, for Mexico                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQMYAPABIS                  Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Malaysia                                          B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQMYAPUBIS                  Total Credit to Private Non-Financial Sector, Unadjusted for Breaks, for Malaysia                                        B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQMYBPABIS                  Credit to Private Non-Financial Sector by Domestic Banks, Adjusted for Breaks, for Malaysia                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQMYBPUBIS                  Credit to Private Non-Financial Sector by Domestic Banks, Unadjusted for Breaks, for Malaysia                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQNLAHABIS                  Total Credit to Households and Non-Profit Institutions Serving Households, Adjusted for Breaks, for Netherlands          B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQNLAHUBIS                  Total Credit to Households and Non-Profit Institutions Serving Households, Unadjusted for Breaks, for Netherlands        B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQNLANABIS                  Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Netherlands                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQNLANUBIS                  Total Credit to Non-Financial Corporations, Unadjusted for Breaks, for Netherlands                                       B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQNLAPABIS                  Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Netherlands                                       B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQNLAPUBIS                  Total Credit to Private Non-Financial Sector, Unadjusted for Breaks, for Netherlands                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
CRDQNLBPABIS                  Credit to Private Non-Financial Sector by Domestic Banks, Adjusted for Breaks, for Netherlands                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
